hotel_id,review_text_positive,review_text_negative,review_score,traveler_type
187,"""Clean. Better than many other options in Kostanay.""","""There's no breakfast. There are no shops nearby. There's a car wash downstairs (the sliding door opens and closes noisily until late at night). It looks like a corporate campus for a South Korean company (which isn't bad, but it also makes you feel out of place... like you've come to someone else's party). Asking the hotel staff for anything is impossible. There's no tea leaves, no boiling water (guests from the peninsula have everything!)""",7,Single
187,"""Clean, spacious, standard room suitable for comfortable stay""","""Breakfast not included""",9,Couple
187,"""Cleanliness, relatively new hotel, late check-out""","""Soundproofing, no bar in the room""",8,Single
187,"""Cleanliness and silence""","""No heating, poor drainage in the shower, only one hook for towels in the bathroom, no chair""",8,Couple
187,"""Very clean and newly renovated. The robes and slippers, kettle, and cups were a great addition.","""There's no mosquito net on the window. If someone doesn't close the door, the door handle starts beeping. The neighboring room's door was open for a long time. There was an unpleasant odor coming from the bathroom vent. The room was a bit humid. The room also lacks a comfortable chair or armchair.""",7,Couple
187,"""The rooms are new and fresh, but not yet fully equipped - there is no nightstand next to the bed, no shelf for toiletries in the shower.""","""There were no curtains in the room, and the staff couldn't offer anything to solve the issue. It's a good thing I had a sleep mask with me.""",5,Single
188,"""Very clean. Located in a quiet area. Shops and cafes are nearby. Delicious breakfast.""","""The breakfast was a bit meager for a buffet.""",10,Business-traveler
188,"""Very friendly and attentive staff!
All questions that arose were resolved quickly and efficiently!""","""On the first night of our stay, they forgot to clean the room and take out the trash.
In the shower/toilet room:
1) The sink faucet is very short, making it very difficult to wash your hands.
2) The shower stall has weak pressure, and the shower head is very high, requiring you to hold the shower head in your hand, which is inconvenient.""",10,Business-traveler
188,"""Luxurious, clean bed. Very clean.
Pleasant staff.
The kitchen and breakfasts were fantastic.
Everything was clean.""","""Noise insulation""",10,Single
188,"""The room was tidy and clean, spacious, and smelled of wood.
Polite staff.""","""The soundproofing, thin walls, and I woke up to loud conversation in the next room.
There's no kettle, cups, or tea in the room; you have to order all that extra.
The breakfast was modest.""",9,Family
188,"""The staff is very pleasant, even attentive. The scent of wood is very pleasant.
There's a sauna. It's clean! You can order food from the restaurant to your room.""","""Breakfast is very limited in variety. Please keep an eye on your drinks. We're out of juice, and no one's refilling it.""",10,Single
188,"""Cleanliness, comfort, interior""","""Poor breakfast""",9,Family
188,"""Excellent hotel. All necessary amenities are present. The service is top notch.""","""The walls are a bit thin, you can hear your neighbors very well.""",9,Single
189,"""The room was clean. I really liked the breakfast options, everyone can find something that they will enjoy. The bed mattress is on the harder side, but it's comfortable because of that. There is air conditioning.""","""The things that I would improve is addling shower gel, as a lot of hotels offer that and people might come without one.""",9,Couple
189,"""it was a modern hotel, 5 minutes from Kostanay Plaza shopping mall away and with taxi only 10min drive into the city.""","""The water pressure was very low and the temperature in the shower was variable. Staff sometimes very sluggish""",7,Business-traveler
189,"""Location, room size & decent breakfast""","""Bed was rock hard, therefore hard to get a good night sleep""",7,Business-traveler
189,"""very clean""","""bed mattress is old. no support at all""",8,Family
189,"""It has a good location close to Therma park which was our intention as well. The interior inside was good and outside the building looked nice.""","""They don't work well with Booking. They overbooked the same room for someone else and had to call and wasted some time figuring everything out to let us go inside. Also even though the room was clean, they had toilet paper inside the toilet showing that they either didn't do a proper cleaning or used this toilet literally recently by the staff member, It was quite disgusting to see in a hotel.

Also breakfast was not that great, not tasty, everything was kinda dry and not very fresh, except for eggs and bread. But I guess it's okay for the price.""",6,Business-traveler
